UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
30460,75412,Newcastle Upon Tyne,02-04-2020,"Still working during Covid-19 troubles, however, my days off have been spent delivering shopping to loved ones who can't get out and playing Champ Man and Poker while my missus entertains herself by combing my beard and doing online jigsaws. It's canny #CM0102 #FM20 #holdem",Extremely Positive
25313,70265,Scotland,25-03-2020,Has the Covid 19 pandemic impacted food waste management in your business Maybe you have unsaleable products ingredients or are experiencing increased production demand If so get in touch we want to support in any way we can e admin@granvilleecopark co uk,Positive
26062,71014,"Somerville, MA",25-03-2020,@UMassBoston @UMB_UR_BEST doctoral students wrote this excellent blog on how we all can respond effectively to racism during #COVID2019 https://t.co/ry3lKyphzR,Extremely Positive
14826,59778,,20-03-2020,Hate the fact everyone thinks EVERYONE ELSE is hoarding. If you don't know anyone hoarding then it's probably you doing it. Stop JUST buying a few more items. #coronavirus  #StopHoarding,Extremely Negative
4788,49740,"London, England",17-03-2020,You know youÂre living through the #apocalypse when people are fighting with cashier over loo roll at the supermarket... #COVID2019 #Corvid19uk,Negative
16451,61403,,21-03-2020,"@sobeys Your stores are not following the Province of Manitoba Emergency Measures Act.
Your store in Birds Hill, Manitoba is not controlling the number of customers entering the store. While other grocery stores within Manitoba are at this moment.
#Co",Negative
22843,67795,Milano Italy,24-03-2020,Petroleum prices edged higher Tuesday but downside risk remained as cases continued to grow drastically reducing travel and demand for transportation fuels FACTBOX,Extremely Negative
42840,87792,"Washington, DC",12-04-2020,A global view of how consumer behavior is changing amid COVID-19 https://t.co/b6CmPnlaDQ via @McKinsey,Neutral
35566,80518,Greater NYC,07-04-2020,"I've tweeted this before, I believe this Covid-19 virus has semi-permanently (at least for years) damaged the consumer model of our economy whose net effect will be reduced spending across the board,especially travel/leisure restaurants, malls and entertainment venues. Get ready.",Positive
21937,66889,"Valkenswaard, Netherlands",23-03-2020,"#Corvid19
#coronavirus #toiletpaper

Toilet paper calculator, it's in German but I'm sure you'll figure it out

https://t.co/4JDzLcT3QF",Positive
35305,80257,True North,06-04-2020,"ÂDouble whammy.Â #Texas recovered from the 2008 crisis faster than much of #America. Now, with an #oilprice bust and #coronavirus, itÂs likely to suffer an outsize contraction. Crude-oil prices dropped below 2008 &amp; 1980s https://t.co/pFKF6afFX6",Extremely Negative
15581,60533,North Vancouver & South Surrey,20-03-2020,"Out of an abundance of caution, we're making changes at our South Surrey Retail Store due to the COVID-19 pandemic. We're doing what we can to limit any disruptions to how we service you, while still implementing appropriate safety precautions to limit the spread of Coronavirus. https://t.co/d4WFcWGXI7",Positive
32860,77812,"North Haven, CT",05-04-2020,What astonished me most when I had to go to the supermarket is how many adults blatantly ignored the GIANT arrows on the ground dictating which direction each aisle should be used. Absurd disregard for safeguards is sickening. #coronavirus #SocialDistancing,Negative
9558,54510,"Durban, South Africa",19-03-2020,"WhyÂ hand-washing trumps gloves, in one gut churning observation - ÂI am horrified when I see kitchen staff emptying bins wearing the gloves they use for preparing food.Â  https://t.co/xFFI5TmRIO",Negative
10893,55845,"Washington, DC",19-03-2020,@RosenbergEliz @petereharrell @afeng79 @SamDorshimer @AEineman @reziemba @SignCurve @NeilBhatiya @GoldmanZachary @edwardfishman @cohendavid @esaravalle @CNASdc All indications point to Russia and Saudi Arabia digging in for a long price war. Russia in muc,Negative
42089,87041,Nigel,11-04-2020,This is serious guys but these jokes are on another level   19,Positive
40167,85119,"brooklyn, new york",09-04-2020,"Some enterprising reporter @nytimes should embed in a place like Fairway or WegmanÂs to see how store managers are handling the demand for food, the supply and how quickly it gets gobbled up. Does it even pay to stock shelves? IÂd be interested. #coronavirus",Extremely Positive
10260,55212,"Ho, Accra, Akosombo. ",19-03-2020,"The Covid-19 Cure is here. Grab yours Now at Affordable Prices. 
#BeSafe
#StayHome
#COVID19Ghana https://t.co/ZwkEhbu7O4",Neutral
36391,81343,Manchester + London,07-04-2020,"ICYMI: This week we're exploring Consumer Collaboration using exclusive content from our COVID-19 Consumer Community. Register below ?

? https://t.co/UL5tVPF753
?? Thursday 9th April
? 3pm GMT

#mrx #digitalcollaboration #marketresearch #StayHomeSaveLives https://t.co/XewbXHgGrx",Positive
39735,84687,Aberdeen,09-04-2020,@TheLastGoodGirl Hi Jen - please see Q7 on our consumer FAQ in relation to COVID-19 and food: https://t.co/oXry5Neyyq thanks,Extremely Positive
9560,54512,North West England,19-03-2020,Time for panic buying to stop please  Coronavirus Minister says there isn t a shortage of food because of COVID 19 pandemic ,Extremely Negative
39137,84089,"Peterborough,Ont,Canada",09-04-2020,Growers Retail preparing to offer pickup service at Peterborough marijuana store during COVID 19 pandemic,Neutral
10828,55780,,19-03-2020,"Jeanne Bohlen
@jeanne_bohlen
@kerrimpr
 Is there COVID-19 risk in fresh produce in the grocery store?",Positive
5651,50603,"Southlake, TX",17-03-2020,"Our thoughts are on our customers, employees and world community as we all navigate the COVID-19 pandemic together. Logile CEO Purna Mishra kicks off our special series on recommendations for food #retail store operators responding to the #COVID19 outb... https://t.co/Ssr8U3HyqW",Positive
34619,79571,"Opelika, AL",06-04-2020,BREAKING Opelika Mayor Gary Fuller signed an executive order Monday which limits the number of customers at retail and grocery stores,Positive
20457,65409,,22-03-2020,COVID-19's Business and #ConsumerImpact in #Europe https://t.co/EnzTaMBw74 #COVID19,Neutral
19216,64168,"League City, TX",22-03-2020,@SenSchumer @senatemajldr @SpeakerPelosi @GOPLeader Any stimulus package passed should send money directly to the consumer and not to shareholders or debt payoff by big corporations. LetÂs not repeat mistakes of 2008!!! #nobuybacks #COVID19 #coronavirus ,Negative
30149,75101,London,02-04-2020,Don t lose the opportunity to cook what your your admired chef do in their restaurants I made white beans stew with prawns baby squid and cod We can send everything to your home Ask me by DM for prices or go directly to website,Positive
11503,56455,London ,19-03-2020,"Some people won't even know they've got Coronavirus.

We don't talk about that - the media is all about disaster because that sells newspapers.

But we'll get through this I'm sure - I suspect quicker than people fear. https://t.co/M0KNJ4zOJ7",Negative
14336,59288,Nairobi & World Citizen Email: jm@kiotacapital.com,20-03-2020,"@Zuku_WeCare @ZukuOfficial with schools closed indefinitely and with kids doing their courses online,it is a great time for Zuku to come up with reduction in prices with #covid19kenya #Covid_19 in mind",Extremely Positive
5434,50386,,17-03-2020,Should I have told the lady at the supermarket that wearing a face mask isnÂt really helpful? And itÂs especially not helpful when itÂs dangling from her face? #COVID2019 #facemasks,Extremely Positive
42558,87510,MÃ©xico D.F,12-04-2020,When will Europe be done with COVID 19   Most Europeans believe it will have long lasting impact signaling that some major changes we ve seen in the consumer and retail environment will stick around as well  ,Positive
8807,53759,"Newcastle upon Tyne, UK",18-03-2020,"Sainsbury's announces elderly-only opening hours 

https://t.co/DMsEjZb97N",Neutral
24931,69883,,25-03-2020,My hospital is working with local distilleries to make hand sanitizer! ? #coronavirus,Positive
32150,77102,"Washington, DC",04-04-2020,COVID-19 is driving more CSA purchases as customers look for food delivery &amp; Easter shopping while sheltering in place. That also means a need for #dataprivacy #accessibility and other #digitalpolicy. Even an #SMB needs online integrity! https://t.co/Eq9NYdowkV,Positive
27460,72412,,26-03-2020,COVID 19 Engineer wears garbage bag to supermarket,Neutral
11277,56229,"LDN, CHI, SHG & worldwide",19-03-2020,"No doubt the #COVID19 pandemic is creating challenges for brands in the short term, but it's also making it crystal clear that understanding consumers is more important than ever. We've got you covered. Check out our blog for the latest https://t.co/XZ1m83daTX #consumerbehavior",Extremely Positive
7732,52684,United Kingdom,18-03-2020,"staying home and shopping online?
For a limited time only* you can get 15% off on phone accessories using the code ID15-93303 at https://t.co/6MUUIpdju4 ? 

#StayAtHome #stayhome #Covid_19 #shopping #onlineshopping #StaySafeStayHome #staysafe #iPhone #COVID2019 #staystrong https://t.co/GQrR8o8xlk",Negative
32757,77709,United Kingdom,05-04-2020,House prices and Covid-19 https://t.co/4iDlRJHzhk,Neutral
29406,74358,"Tarpon Springs, FL",01-04-2020,County Consumer Protection warning residents about scammers who may try to steal stimulus check or perpetuate other related fraud County has clear warning for consumers Don t give out personal or financial information don t send money,Extremely Negative
4621,49573,,17-03-2020,"@1005FreshRadio
#SocialDistancing
#coronavirus 
#COVID19
Kids HOME 
Need Groceries
Didnt Stock UP for WEEKS
Or Buy ALL TP
Family of 6+?
Dogs &amp; Cats
We Need Food
No Fruits,Veggies,Chicken,Ground Beef,Potatoes,Bread,Soup or Pasta",Negative
23967,68919,Italy,24-03-2020,First #coronavirus now a fake rumor of #Hantavirus? All the doomsday people in the world are laughing at us from their underground bunkers and massive supplies of food and #toiletpaper.,Negative
27087,72039,"Middleton, WI",25-03-2020,"Four major Canadian grocery store chains are raising wages for workers as they serve people during the pandemic. Many are also installing plexiglass screens and trying out other ways to keep employees safe.
https://t.co/MDPjHpl2YS",Positive
6388,51340,"Roma, Lazio",17-03-2020,"#COVID19 #coronavirus for those who can out of Italy, start to make your online shopping online NOW. In a week or two it will be impossible. Program 5-6 deliveries of food and daily stuff and book deliveries once a week. Soon you will not be able anymore. Cheers.",Positive
35022,79974,Camberwell,06-04-2020,"https://t.co/Mi5zoh4Mzs

Amazing healthcare staff coming up with ways to educate people

#germs #GermTransfer #Covid_19 #COVID19 #coronavirus #HealthcareHeroes #HealthCareWorkers #HealthWorkers",Positive
33113,78065,"Dubai, UAE",05-04-2020,"#Coronavirus: Dubai's expanded travel restrictions explained.
Officials said any #Dubai resident leaving their home - for any reason - would need a permit from #DubaiPolice first. This includes for essential shopping in a supermarket or pharmacy.
#UAE 
https://t.co/cPWqDGa5Uq",Neutral
26356,71308,"Evanston, IL",25-03-2020,"These five tips from @NorthwesternEng microbiologist @ericamhartmann can help protect your home from coronavirus, and safeguard your long-term health. #coronavirus #sanitizer #HealthcareHeroes 

https://t.co/4TQjFnEfO4 https://t.co/UXGvONWSnX",Extremely Positive
