Text,Review-Activity,Season
"why do I have old issues!?: I like the magazine, but its pretty ridiculous that when I started my subscription they sent me last months issue, I got Septembers issues a couple weeks later, and the now there is an issue on stands that I don't have. I'm sorry but people who have a regular subscription to a magazine should get it BEFORE it hits news stands!!!",REVIEW,NOT APPLICABLE
"Skiing,snowball fights,death",ACTIVITY,WINTER
Avoid: These traps have caught nothing but dust. I would not recommend this product to anyone who is experiencing problems with meal moths.,REVIEW,NOT APPLICABLE
Hockey  Snowboarding   Snow tubing,ACTIVITY,WINTER
Sleeping in flannel sheets   Living in Arizona,ACTIVITY,WINTER
"Halloween, Thanksgiving, bonfires",ACTIVITY,FALL
"A ""Must"" to have on any young architects bookshelf: If you know anyone who is an aspiring architect, they need to have this book. It does a wonderful job of explaining what becoming an Architect entails from beginning education, through college, the Intern Development Program, and beyond. It not only covers the fundamentals of becoming/being an Architect, but also gives different views Architects have on the art and profession of architecture. This book was glued to my side while filling out my college applications and it will still be with me throughout my college education, graduate school, and beyond. You are not going to find another book out on the market like this one. There is a new edition out so I would strongly recommend getting the more updated",REVIEW,NOT APPLICABLE
"Skating, skiing, shedding",ACTIVITY,WINTER
"Engineer: This is an excellent table saw. It took about 2 hours to assemble. If you buy this saw remember to buy a blade to go with your purchase, as one is not provided. The installation manual is rated a ""C"" in my estimation as the manual leaves you hanging in some areas as to when to tighten bolts on some assemblies. Once you set the saw up you will be pleased with the performance. I have no regrets in purchasing this table saw.",REVIEW,NOT APPLICABLE
Drinking hit beverages and snuggling under a blanket    Hoping and wishing for snow    Christmas season,ACTIVITY,WINTER
"21st Century power-pop: I picked this up a few days ago and am just now getting into it.Favorites so far are ""Girl With X-Ray Eyes"" and ""Improbable Solution"". Great stuff for riding around on a warm spring day.",REVIEW,NOT APPLICABLE
"Works great, band loves it, but NO POWER ADAPTER!: I had to buy two of these because the first one blew out when I tried to use an adapter that I thought was a perfect fit for it. It's still a great tool so I'll only take away one star for no power adapter.Some other notes:+ You can plug in a foot pedal to switch saved tempo tracks+ Tap tempo+ Save different tempos & time signatures for a setlist.- You can't save different beat patters (having 8th notes and 16th notes on one song and only 8th notes another) You can only save time signature and tempo. If you play with 8th notes for one song, your pretty much stuck with it the whole set.- You need a headphone to quarter inch adapter if you want to plug into a system. No quarter inch out, only headphones.",REVIEW,NOT APPLICABLE
"the heart of pearl jam: Pearl Jam achieved perfection on 3 albums; Ten, Vs., and Vitalogy. Ten was the commercial sucess, Vs. was a glimpse into the bands anger and rage, and lastly Vitalogy was the album that went into the heart of what Pearl Jam was truly about. The album delves beyond hard core rock songs and grunge ballads into the enigma which is Pearl Jam. Vitalogy is at times baffling, confusing and hard to grasp but at the same time the music is so rewarding and deep. ""Immortality, ""Satans Bed"", and ""Corduroy"", to name a few represent not the fading grunge era measured by time or teenage angst but by the emotions a truly great album can evoke. Vitalogy shouldn't be bought by true grunge fans but by true Pearl Jam fans.",REVIEW,NOT APPLICABLE
"fun read: I got this book because I'm a fan of the Ax Men show and wanted to read a bit more about the industry. This book covers the early industry and workers and is filled with a lot of great stories. It doesn't seem like it would be a fun topic or history, but Mr. Pike's writing style is lively and the characters that logged the New England woods are even livelier. I was pleasantly surprised and would definitely recommend the book.",REVIEW,NOT APPLICABLE
"Great book!: Who: Amelia ThermopolisWhat: She's a princess of Genovia and her parents have been hiding it from her 'til now, her 16th birthday.When: Who knows? Her 16th birthday.Where: Finding out she was a princess in New York, and staying summer at Genovia, and also princess lessons with Grandmere.Why: Her dad can't have anymore kids; he has some freaky cancer. And she is the only heir to throne.",REVIEW,NOT APPLICABLE
Reading movies and weightlifting,ACTIVITY,WINTER
"Carving pumpkins, Thanksgiving dinner, walks in the rain",ACTIVITY,FALL
Cooking  Eating  Playing with kids,ACTIVITY,WINTER
"Great Game, BUT...: At first, I was very satisfied with this game, its concept, and its execution. It is very fun and gives kids a great workout. It is targeted at little children and kids of all other ages. That being said, the game hit a very wrong chord with me. One of the many games on it involves pretending to prepare food. At one point, a chef comes to challenge you (my 4 year old son) to a cooking duel. When my son beat him, the game said ""Damn, you beat me"". I do not want to expose my children to such language and I find it annoying that a game that targets children would contain such language.",REVIEW,NOT APPLICABLE
Swimming.riding bike.valey Ball,ACTIVITY,SUMMER
Dont waste your time: Compared to the story plot of Clancys other books as hunt for red october and clear and present danger this one is pathetic.This book was written with money in mind and nothing else. Dont read it.,REVIEW,NOT APPLICABLE
Camping    Fishing    4 wheeling,ACTIVITY,FALL
"Taking walks before it gets too cold.   Raking the leaves,  visiting with friends.",ACTIVITY,FALL
Adventure: I love love love this book because I had hard time putting this book down. I t was like being an adult going on an adventure with Bilbo Baggins and the dwarfs.,REVIEW,NOT APPLICABLE
"Forget it, Mac Fans: Tried using it with Mac. Won't work. Used it in Windows. It's okay, but you're better off going to iTunes for your tv programs.",REVIEW,NOT APPLICABLE
"Fresh apples, Halloween candy, Philly cream cheese sale",ACTIVITY,FALL
Playing in leaves  Pumpkin picking  Apple picking,ACTIVITY,FALL
"drinking hot chocolate , watching it snow, riding in the snow in my truck and sliding around",ACTIVITY,WINTER
"Excellent work!: This book took me one day to finish it. It is not a samll one, but I just couldn't put it down. I like it very much, and I recommend it! It was fast, funny, interesting and most of all, it was well written.I hope you will enjoy reading this book as much as I did.Thanks.",REVIEW,NOT APPLICABLE
"During the summer, I love to go hiking on nature trails. I also enjoy going swimming at the local lakes, or going to one of our many coastal beaches to sunbathe and enjoy the gorgeous views.",ACTIVITY,SUMMER
"Hunting, fishing, shopping",ACTIVITY,WINTER
"Hayrides, apple picking, fall festivals",ACTIVITY,FALL
Cooking   Family vacation   Reading,ACTIVITY,WINTER
"Walking in the crisp cooler weather,  raking up leaves, ice skating",ACTIVITY,FALL
Movies lights Christmas,ACTIVITY,WINTER
"swimming at the beach,   going on a boat ride,   eating seafish",ACTIVITY,SUMMER
"Not my style: I thought that I might give this old classic a try. It has a neat story line but is just written in the ""old Style"" grammer and gets a bit boring in my opinion.",REVIEW,NOT APPLICABLE
Volleyball   Gaming  Beach,ACTIVITY,SUMMER
"A Suprisingly Great Book!: I'd recommend it to anyone! I will not get into a lot of detail, but it is a very emotional and action-packed saga of seven generations of a family. When I first saw its length, I thought it would be another boring book about American history. But this book cleverly mixes in fact with dialog and vivid description, giving it a fascinating story-telling approach.",REVIEW,NOT APPLICABLE
